,x,y
0,0.0,-3.9515501181377655
1,0.2912912912912913,-2.7285067118360455
2,0.5825825825825826,-2.357441122983218
3,0.8738738738738738,-1.3278980752876657
4,1.165165165165165,-0.858027783100714
5,1.4564564564564564,0.6128534650587378
6,1.7477477477477477,1.2370238726548528
7,2.039039039039039,1.4703562217652624
8,2.33033033033033,3.037897738370998
9,2.6216216216216215,3.06328138625917
10,2.9129129129129128,4.161429275252645
11,3.204204204204204,5.3426044796740735
12,3.4954954954954953,5.4585901297244055
13,3.7867867867867866,6.454856222035274
14,4.078078078078078,7.15948148703189
15,4.36936936936937,7.623208126686083
16,4.66066066066066,9.059639013297842
17,4.951951951951951,9.83763230639128
18,5.243243243243243,10.7160900661367
19,5.534534534534535,11.233697176978286
20,5.8258258258258255,12.181608541629595
21,6.117117117117116,12.909465727659553
22,6.408408408408408,13.07158161554256
23,6.6996996996997,14.704570697239436
24,6.990990990990991,14.634796713809592
25,7.2822822822822815,16.33714398181475
26,7.573573573573573,17.083525782007587
27,7.864864864864865,17.370259861427055
28,8.156156156156156,17.784747231625772
29,8.447447447447447,18.52068405378334
30,8.73873873873874,20.086446922620937
31,9.03003003003003,20.264062559321715
32,9.32132132132132,21.572606247732157
33,9.612612612612612,22.442178803426845
34,9.903903903903903,22.510727496901882
35,10.195195195195195,23.699138217822757
36,10.486486486486486,24.604075031443443
37,10.777777777777777,25.039734829738975
38,11.06906906906907,25.5832945520848
39,11.36036036036036,26.63529358737592
40,11.651651651651651,27.95711037881975
41,11.942942942942942,28.098704734327978
42,12.234234234234233,29.305778657869045
43,12.525525525525525,30.302228774164874
44,12.816816816816816,30.6031785764056
45,13.108108108108107,31.588041395247508
46,13.3993993993994,31.799273625012066
47,13.69069069069069,33.197349514784534
48,13.981981981981981,34.02611153544797
49,14.273273273273272,34.89701881819013
50,14.564564564564563,35.6521555054432
51,14.855855855855856,36.454303154714694
52,15.147147147147146,37.16247069337378
53,15.438438438438437,37.41973245909347
54,15.72972972972973,38.20152071857104
55,16.02102102102102,39.4820113464465
56,16.31231231231231,40.204079659259556
57,16.603603603603602,40.7018590151289
58,16.894894894894893,41.8629981866252
59,17.186186186186184,42.678215826705646
60,17.47747747747748,42.81111210400351
61,17.76876876876877,43.368968191369284
62,18.06006006006006,45.12002981211137
63,18.35135135135135,45.26910757438854
64,18.64264264264264,46.26687130152838
65,18.933933933933933,46.85421172473444
66,19.225225225225223,47.624449326830145
67,19.516516516516514,49.00772010824392
68,19.807807807807805,48.8390641611513
69,20.0990990990991,49.75847434492561
70,20.39039039039039,50.87806304104132
71,20.68168168168168,51.38466588290065
72,20.972972972972972,52.05744178502486
73,21.264264264264263,53.679615569240504
74,21.555555555555554,53.74728508835904
75,21.846846846846844,54.66650370935487
76,22.13813813813814,55.41728276726127
77,22.42942942942943,56.18279547032091
78,22.72072072072072,57.525768439960935
79,23.01201201201201,58.234785003266126
80,23.303303303303302,58.795769923182085
81,23.594594594594593,59.90456797668861
82,23.885885885885884,60.34733388059122
83,24.177177177177175,60.942987537574716
84,24.468468468468465,62.23039877096883
85,24.75975975975976,62.55887051188024
86,25.05105105105105,62.99202369673922
87,25.34234234234234,63.652287781834865
88,25.633633633633632,64.36965974102641
89,25.924924924924923,65.18960410660402
90,26.216216216216214,66.5319720514934
91,26.507507507507505,67.02571315319851
92,26.7987987987988,67.75299774274289
93,27.09009009009009,68.97454233905862
94,27.38138138138138,69.10056304821141
95,27.67267267267267,70.18423902242809
96,27.963963963963963,71.19531248220756
97,28.255255255255253,71.89944516016106
98,28.546546546546544,72.34480446160075
99,28.837837837837835,73.1399150937885
100,29.129129129129126,74.28837025501176
101,29.42042042042042,74.96065252516215
102,29.71171171171171,75.68402239279406
103,30.003003003003002,76.50736038466063
104,30.294294294294293,77.47009735273461
105,30.585585585585584,77.95979653998653
106,30.876876876876874,79.05438860467108
107,31.168168168168165,79.39009650874215
108,31.45945945945946,80.60289933884377
109,31.75075075075075,81.11391881259546
110,32.04204204204204,81.76537893026808
111,32.33333333333333,82.87689906373633
112,32.62462462462462,83.05271560118537
113,32.91591591591592,83.97905320691761
114,33.207207207207205,85.45576256377413
115,33.4984984984985,85.6900918032305
116,33.789789789789786,86.5449572763195
117,34.08108108108108,87.2459345458915
118,34.37237237237237,88.14792696945955
119,34.66366366366366,89.11744612542206
120,34.95495495495496,89.89659287733856
121,35.246246246246244,90.82684166947749
122,35.53753753753754,90.95173450393982
123,35.828828828828826,91.74276765069338
124,36.12012012012012,92.52472095554403
125,36.41141141141141,93.42708887427128
126,36.7027027027027,94.32546846133167
